"rater","sad_structure","aid","leaf","estimate","file","actual"
"1","Amended-linear","SAD-aided",1,93,302,92.71633417
"1","Amended-linear","SAD-aided",2,93,305,93.93431574
"1","Amended-linear","SAD-aided",3,80,4,88.67770757
"1","Amended-linear","SAD-aided",4,40,5,33.37811929
"1","Amended-linear","SAD-aided",5,45,11,37.94803072
"1","Amended-linear","SAD-aided",6,90,306,93.63085336
"1","Amended-linear","SAD-aided",7,90,304,93.81180033
"1","Amended-linear","SAD-aided",8,65,308,67.39944707
"1","Amended-linear","SAD-aided",9,15,21,12.55329039
"1","Amended-linear","SAD-aided",10,12,31,9.809084419
"1","Amended-linear","SAD-aided",11,14,33,5.085407953
"1","Amended-linear","SAD-aided",12,10,36,6.558377493
"1","Amended-linear","SAD-aided",13,20,39,36.83114208
"1","Amended-linear","SAD-aided",14,60,310,70.05839109
"1","Amended-linear","SAD-aided",15,15,46,8.211998943
"1","Amended-linear","SAD-aided",16,45,9,57.84712957
"1","Amended-linear","SAD-aided",17,30,50,19.98605386
"1","Amended-linear","SAD-aided",18,35,51,21.5129421
"1","Amended-linear","SAD-aided",19,55,35,48.4125778
"1","Amended-linear","SAD-aided",20,55,60,49.67095426
"1","Amended-linear","SAD-aided",21,50,303,50.03266092
"1","Amended-linear","SAD-aided",22,13,70,10.24559966
"1","Amended-linear","SAD-aided",23,8,75,4.138223769
"1","Amended-linear","SAD-aided",24,50,316,49.05833397
"1","Amended-linear","SAD-aided",25,75,313,66.15640197
"1","Amended-linear","SAD-aided",26,25,85,18.61375399
"1","Amended-linear","SAD-aided",27,95,192,95.30338916
"1","Amended-linear","SAD-aided",28,4,95,2.574066669
"1","Amended-linear","SAD-aided",29,13,103,16.69698532
"1","Amended-linear","SAD-aided",30,15,110,30.5075162
"1","Amended-linear","SAD-aided",31,75,153,77.4691826
"1","Amended-linear","SAD-aided",33,39,156,20.12000915
"1","Amended-linear","SAD-aided",34,11,158,4.85873659
"1","Amended-linear","SAD-aided",35,45,166,50.86930753
"1","Amended-linear","SAD-aided",36,15,168,11.81975862
"1","Amended-linear","SAD-aided",37,25,171,26.49543506
"1","Amended-linear","SAD-aided",39,10,187,13.14949391
"1","Amended-linear","SAD-aided",40,58,190,57.03454048
"1","Amended-linear","SAD-aided",41,45,229,43.01484344
"1","Amended-linear","SAD-aided",42,40,220,35.22269604
"1","Amended-linear","SAD-aided",43,40,221,25.49189954
"1","Amended-linear","SAD-aided",44,35,223,32.025804
"1","Amended-linear","SAD-aided",46,65,319,71.28903148
"1","Amended-linear","SAD-aided",47,15,228,14.89705055
"1","Amended-linear","SAD-aided",48,40,270,38.94135999
"1","Amended-linear","SAD-aided",49,28,273,24.16437499
"1","Amended-linear","Unaided after-training",1,30,5,33.37811929
"1","Amended-linear","Unaided after-training",2,87,306,93.63085336
"1","Amended-linear","Unaided after-training",3,37,50,19.98605386
"1","Amended-linear","Unaided after-training",4,17,31,9.809084419
"1","Amended-linear","Unaided after-training",5,52,303,50.03266092
"1","Amended-linear","Unaided after-training",6,12,187,13.14949391
"1","Amended-linear","Unaided after-training",7,42,221,25.49189954
"1","Amended-linear","Unaided after-training",8,94,302,92.71633417
"1","Amended-linear","Unaided after-training",9,53,9,57.84712957
"1","Amended-linear","Unaided after-training",10,5,75,4.138223769
"1","Amended-linear","Unaided after-training",11,32,156,20.12000915
"1","Amended-linear","Unaided after-training",12,96,304,93.81180033
"1","Amended-linear","Unaided after-training",13,94,4,88.67770757
"1","Amended-linear","Unaided after-training",14,12,21,12.55329039
"1","Amended-linear","Unaided after-training",15,15,228,14.89705055
"1","Amended-linear","Unaided after-training",16,32,171,26.49543506
"1","Amended-linear","Unaided after-training",17,17,46,8.211998943
"1","Amended-linear","Unaided after-training",18,70,308,67.39944707
"1","Amended-linear","Unaided after-training",19,30,11,37.94803072
"1","Amended-linear","Unaided after-training",20,88,153,77.4691826
"1","Amended-linear","Unaided after-training",22,37,223,32.025804
"1","Amended-linear","Unaided after-training",23,4,95,2.574066669
"1","Amended-linear","Unaided after-training",24,42,270,38.94135999
"1","Amended-linear","Unaided after-training",25,35,51,21.5129421
"1","Amended-linear","Unaided after-training",26,27,168,11.81975862
"1","Amended-linear","Unaided after-training",27,80,310,70.05839109
"1","Amended-linear","Unaided after-training",28,5,70,10.24559966
"1","Amended-linear","Unaided after-training",29,18,110,30.5075162
"1","Amended-linear","Unaided after-training",30,32,39,36.83114208
"1","Amended-linear","Unaided after-training",31,23,103,16.69698532
"1","Amended-linear","Unaided after-training",32,52,316,49.05833397
"1","Amended-linear","Unaided after-training",33,78,313,66.15640197
"1","Amended-linear","Unaided after-training",35,45,229,43.01484344
"1","Amended-linear","Unaided after-training",36,50,35,48.4125778
"1","Amended-linear","Unaided after-training",37,75,319,71.28903148
"1","Amended-linear","Unaided after-training",39,30,273,24.16437499
"1","Amended-linear","Unaided after-training",40,22,85,18.61375399
"1","Amended-linear","Unaided after-training",41,7,158,4.85873659
"1","Amended-linear","Unaided after-training",43,97,192,95.30338916
"1","Amended-linear","Unaided after-training",44,45,166,50.86930753
"1","Amended-linear","Unaided after-training",45,42,220,35.22269604
"1","Amended-linear","Unaided after-training",46,49,190,57.03454048
"1","Amended-linear","Unaided after-training",47,9,33,5.085407953
"1","Amended-linear","Unaided after-training",48,48,60,49.67095426
"1","Amended-linear","Unaided after-training",49,12,36,6.558377493
"1","Amended-linear","Unaided after-training",50,98,305,93.93431574
"1","Amended-linear","Unaided no-training",1,85,4,88.67770757
"1","Amended-linear","Unaided no-training",2,30,11,37.94803072
"1","Amended-linear","Unaided no-training",3,95,305,93.93431574
"1","Amended-linear","Unaided no-training",4,90,302,92.71633417
"1","Amended-linear","Unaided no-training",5,90,304,93.81180033
"1","Amended-linear","Unaided no-training",6,32,5,33.37811929
"1","Amended-linear","Unaided no-training",7,52,308,67.39944707
"1","Amended-linear","Unaided no-training",8,12,21,12.55329039
"1","Amended-linear","Unaided no-training",9,90,306,93.63085336
"1","Amended-linear","Unaided no-training",10,7,36,6.558377493
"1","Amended-linear","Unaided no-training",11,75,310,70.05839109
"1","Amended-linear","Unaided no-training",12,12,31,9.809084419
"1","Amended-linear","Unaided no-training",13,8,33,5.085407953
"1","Amended-linear","Unaided no-training",14,9,46,8.211998943
"1","Amended-linear","Unaided no-training",15,53,9,57.84712957
"1","Amended-linear","Unaided no-training",16,17,51,21.5129421
"1","Amended-linear","Unaided no-training",17,47,60,49.67095426
"1","Amended-linear","Unaided no-training",18,50,303,50.03266092
"1","Amended-linear","Unaided no-training",19,38,39,36.83114208
"1","Amended-linear","Unaided no-training",20,25,50,19.98605386
"1","Amended-linear","Unaided no-training",21,20,70,10.24559966
"1","Amended-linear","Unaided no-training",22,50,35,48.4125778
"1","Amended-linear","Unaided no-training",23,7,95,2.574066669
"1","Amended-linear","Unaided no-training",24,65,192,95.30338916
"1","Amended-linear","Unaided no-training",25,67,313,66.15640197
"1","Amended-linear","Unaided no-training",26,47,316,49.05833397
"1","Amended-linear","Unaided no-training",27,10,75,4.138223769
"1","Amended-linear","Unaided no-training",28,37,85,18.61375399
"1","Amended-linear","Unaided no-training",29,27,103,16.69698532
"1","Amended-linear","Unaided no-training",31,37,110,30.5075162
"1","Amended-linear","Unaided no-training",32,28,156,20.12000915
"1","Amended-linear","Unaided no-training",33,22,168,11.81975862
"1","Amended-linear","Unaided no-training",34,75,153,77.4691826
"1","Amended-linear","Unaided no-training",35,15,158,4.85873659
"1","Amended-linear","Unaided no-training",36,43,166,50.86930753
"1","Amended-linear","Unaided no-training",38,53,190,57.03454048
"1","Amended-linear","Unaided no-training",39,27,187,13.14949391
"1","Amended-linear","Unaided no-training",40,45,220,35.22269604
"1","Amended-linear","Unaided no-training",41,47,229,43.01484344
"1","Amended-linear","Unaided no-training",42,40,223,32.025804
"1","Amended-linear","Unaided no-training",45,35,171,26.49543506
"1","Amended-linear","Unaided no-training",46,42,270,38.94135999
"1","Amended-linear","Unaided no-training",47,65,319,71.28903148
"1","Amended-linear","Unaided no-training",48,30,221,25.49189954
"1","Amended-linear","Unaided no-training",49,34,273,24.16437499
"1","Amended-linear","Unaided no-training",50,26,228,14.89705055
"2","Linear","SAD-aided",1,91,302,92.71633417
"2","Linear","SAD-aided",2,93,305,93.93431574
"2","Linear","SAD-aided",3,90,4,88.67770757
"2","Linear","SAD-aided",4,21,5,33.37811929
"2","Linear","SAD-aided",5,23,11,37.94803072
"2","Linear","SAD-aided",6,93,306,93.63085336
"2","Linear","SAD-aided",7,97,304,93.81180033
"2","Linear","SAD-aided",8,51.3,308,67.39944707
"2","Linear","SAD-aided",9,15,21,12.55329039
"2","Linear","SAD-aided",10,9,31,9.809084419
"2","Linear","SAD-aided",11,2.3,33,5.085407953
"2","Linear","SAD-aided",12,3.6,36,6.558377493
"2","Linear","SAD-aided",13,19.7,39,36.83114208
"2","Linear","SAD-aided",14,62.3,310,70.05839109
"2","Linear","SAD-aided",15,11,46,8.211998943
"2","Linear","SAD-aided",16,49.5,9,57.84712957
"2","Linear","SAD-aided",17,19.5,50,19.98605386
"2","Linear","SAD-aided",18,25,51,21.5129421
"2","Linear","SAD-aided",19,47,35,48.4125778
"2","Linear","SAD-aided",20,49,60,49.67095426
"2","Linear","SAD-aided",21,42,303,50.03266092
"2","Linear","SAD-aided",22,9.7,70,10.24559966
"2","Linear","SAD-aided",23,3.9,75,4.138223769
"2","Linear","SAD-aided",24,40.5,316,49.05833397
"2","Linear","SAD-aided",25,58.7,313,66.15640197
"2","Linear","SAD-aided",26,14,85,18.61375399
"2","Linear","SAD-aided",27,98.4,192,95.30338916
"2","Linear","SAD-aided",28,2.1,95,2.574066669
"2","Linear","SAD-aided",29,11,103,16.69698532
"2","Linear","SAD-aided",30,24,110,30.5075162
"2","Linear","SAD-aided",31,76,153,77.4691826
"2","Linear","SAD-aided",33,18,156,20.12000915
"2","Linear","SAD-aided",34,4.1,158,4.85873659
"2","Linear","SAD-aided",35,34,166,50.86930753
"2","Linear","SAD-aided",36,18,168,11.81975862
"2","Linear","SAD-aided",37,24,171,26.49543506
"2","Linear","SAD-aided",39,13.5,187,13.14949391
"2","Linear","SAD-aided",40,52,190,57.03454048
"2","Linear","SAD-aided",41,48,229,43.01484344
"2","Linear","SAD-aided",42,33,220,35.22269604
"2","Linear","SAD-aided",43,24,221,25.49189954
"2","Linear","SAD-aided",44,21.9,223,32.025804
"2","Linear","SAD-aided",46,63,319,71.28903148
"2","Linear","SAD-aided",47,16,228,14.89705055
"2","Linear","SAD-aided",48,40,270,38.94135999
"2","Linear","SAD-aided",49,19.8,273,24.16437499
"2","Linear","Unaided after-training",1,20,5,33.37811929
"2","Linear","Unaided after-training",2,95,306,93.63085336
"2","Linear","Unaided after-training",3,9.5,50,19.98605386
"2","Linear","Unaided after-training",4,5,31,9.809084419
"2","Linear","Unaided after-training",5,31,303,50.03266092
"2","Linear","Unaided after-training",6,13,187,13.14949391
"2","Linear","Unaided after-training",7,16,221,25.49189954
"2","Linear","Unaided after-training",8,96,302,92.71633417
"2","Linear","Unaided after-training",9,47,9,57.84712957
"2","Linear","Unaided after-training",10,3.6,75,4.138223769
"2","Linear","Unaided after-training",11,12,156,20.12000915
"2","Linear","Unaided after-training",12,96.2,304,93.81180033
"2","Linear","Unaided after-training",13,92.1,4,88.67770757
"2","Linear","Unaided after-training",14,8.3,21,12.55329039
"2","Linear","Unaided after-training",15,15.5,228,14.89705055
"2","Linear","Unaided after-training",16,18.8,171,26.49543506
"2","Linear","Unaided after-training",17,9,46,8.211998943
"2","Linear","Unaided after-training",18,38.5,308,67.39944707
"2","Linear","Unaided after-training",19,22,11,37.94803072
"2","Linear","Unaided after-training",20,77,153,77.4691826
"2","Linear","Unaided after-training",22,20.3,223,32.025804
"2","Linear","Unaided after-training",23,2.9,95,2.574066669
"2","Linear","Unaided after-training",24,20.9,270,38.94135999
"2","Linear","Unaided after-training",25,18,51,21.5129421
"2","Linear","Unaided after-training",26,9.8,168,11.81975862
"2","Linear","Unaided after-training",27,68,310,70.05839109
"2","Linear","Unaided after-training",28,11,70,10.24559966
"2","Linear","Unaided after-training",29,14.8,110,30.5075162
"2","Linear","Unaided after-training",30,15,39,36.83114208
"2","Linear","Unaided after-training",31,11,103,16.69698532
"2","Linear","Unaided after-training",32,37,316,49.05833397
"2","Linear","Unaided after-training",33,57.5,313,66.15640197
"2","Linear","Unaided after-training",35,30.2,229,43.01484344
"2","Linear","Unaided after-training",36,41,35,48.4125778
"2","Linear","Unaided after-training",37,61.3,319,71.28903148
"2","Linear","Unaided after-training",39,18.9,273,24.16437499
"2","Linear","Unaided after-training",40,15.3,85,18.61375399
"2","Linear","Unaided after-training",41,4.1,158,4.85873659
"2","Linear","Unaided after-training",43,98.2,192,95.30338916
"2","Linear","Unaided after-training",44,23.3,166,50.86930753
"2","Linear","Unaided after-training",45,25.2,220,35.22269604
"2","Linear","Unaided after-training",46,33,190,57.03454048
"2","Linear","Unaided after-training",47,4.2,33,5.085407953
"2","Linear","Unaided after-training",48,37.7,60,49.67095426
"2","Linear","Unaided after-training",49,3.9,36,6.558377493
"2","Linear","Unaided after-training",50,97.8,305,93.93431574
"2","Linear","Unaided no-training",1,70,4,88.67770757
"2","Linear","Unaided no-training",2,22,11,37.94803072
"2","Linear","Unaided no-training",3,95,305,93.93431574
"2","Linear","Unaided no-training",4,93,302,92.71633417
"2","Linear","Unaided no-training",5,97,304,93.81180033
"2","Linear","Unaided no-training",6,13,5,33.37811929
"2","Linear","Unaided no-training",7,52.5,308,67.39944707
"2","Linear","Unaided no-training",8,9,21,12.55329039
"2","Linear","Unaided no-training",9,85,306,93.63085336
"2","Linear","Unaided no-training",10,6,36,6.558377493
"2","Linear","Unaided no-training",11,61,310,70.05839109
"2","Linear","Unaided no-training",12,16,31,9.809084419
"2","Linear","Unaided no-training",13,7,33,5.085407953
"2","Linear","Unaided no-training",14,12,46,8.211998943
"2","Linear","Unaided no-training",15,48.5,9,57.84712957
"2","Linear","Unaided no-training",16,22,51,21.5129421
"2","Linear","Unaided no-training",17,43.5,60,49.67095426
"2","Linear","Unaided no-training",18,36,303,50.03266092
"2","Linear","Unaided no-training",19,22,39,36.83114208
"2","Linear","Unaided no-training",20,21,50,19.98605386
"2","Linear","Unaided no-training",21,8,70,10.24559966
"2","Linear","Unaided no-training",22,38,35,48.4125778
"2","Linear","Unaided no-training",23,4,95,2.574066669
"2","Linear","Unaided no-training",24,43,192,95.30338916
"2","Linear","Unaided no-training",25,60,313,66.15640197
"2","Linear","Unaided no-training",26,40,316,49.05833397
"2","Linear","Unaided no-training",27,7,75,4.138223769
"2","Linear","Unaided no-training",28,16,85,18.61375399
"2","Linear","Unaided no-training",29,15,103,16.69698532
"2","Linear","Unaided no-training",31,25,110,30.5075162
"2","Linear","Unaided no-training",32,20,156,20.12000915
"2","Linear","Unaided no-training",33,14,168,11.81975862
"2","Linear","Unaided no-training",34,74,153,77.4691826
"2","Linear","Unaided no-training",35,14,158,4.85873659
"2","Linear","Unaided no-training",36,26.5,166,50.86930753
"2","Linear","Unaided no-training",38,41,190,57.03454048
"2","Linear","Unaided no-training",39,17,187,13.14949391
"2","Linear","Unaided no-training",40,32,220,35.22269604
"2","Linear","Unaided no-training",41,38,229,43.01484344
"2","Linear","Unaided no-training",42,29,223,32.025804
"2","Linear","Unaided no-training",45,21,171,26.49543506
"2","Linear","Unaided no-training",46,28,270,38.94135999
"2","Linear","Unaided no-training",47,62,319,71.28903148
"2","Linear","Unaided no-training",48,23,221,25.49189954
"2","Linear","Unaided no-training",49,21,273,24.16437499
"2","Linear","Unaided no-training",50,18,228,14.89705055
"3","Amended-linear","SAD-aided",1,93,302,92.71633417
"3","Amended-linear","SAD-aided",2,95,305,93.93431574
"3","Amended-linear","SAD-aided",3,80,4,88.67770757
"3","Amended-linear","SAD-aided",4,35,5,33.37811929
"3","Amended-linear","SAD-aided",5,30,11,37.94803072
"3","Amended-linear","SAD-aided",6,92,306,93.63085336
"3","Amended-linear","SAD-aided",7,95,304,93.81180033
"3","Amended-linear","SAD-aided",8,60,308,67.39944707
"3","Amended-linear","SAD-aided",9,13,21,12.55329039
"3","Amended-linear","SAD-aided",10,7,31,9.809084419
"3","Amended-linear","SAD-aided",11,12,33,5.085407953
"3","Amended-linear","SAD-aided",12,8,36,6.558377493
"3","Amended-linear","SAD-aided",13,25,39,36.83114208
"3","Amended-linear","SAD-aided",14,70,310,70.05839109
"3","Amended-linear","SAD-aided",15,12,46,8.211998943
"3","Amended-linear","SAD-aided",16,60,9,57.84712957
"3","Amended-linear","SAD-aided",17,16,50,19.98605386
"3","Amended-linear","SAD-aided",18,20,51,21.5129421
"3","Amended-linear","SAD-aided",19,48,35,48.4125778
"3","Amended-linear","SAD-aided",20,48,60,49.67095426
"3","Amended-linear","SAD-aided",21,35,303,50.03266092
"3","Amended-linear","SAD-aided",22,12,70,10.24559966
"3","Amended-linear","SAD-aided",23,4,75,4.138223769
"3","Amended-linear","SAD-aided",24,50,316,49.05833397
"3","Amended-linear","SAD-aided",25,70,313,66.15640197
"3","Amended-linear","SAD-aided",26,15,85,18.61375399
"3","Amended-linear","SAD-aided",27,95,192,95.30338916
"3","Amended-linear","SAD-aided",28,2,95,2.574066669
"3","Amended-linear","SAD-aided",29,9,103,16.69698532
"3","Amended-linear","SAD-aided",30,25,110,30.5075162
"3","Amended-linear","SAD-aided",31,73,153,77.4691826
"3","Amended-linear","SAD-aided",33,18,156,20.12000915
"3","Amended-linear","SAD-aided",34,6,158,4.85873659
"3","Amended-linear","SAD-aided",35,40,166,50.86930753
"3","Amended-linear","SAD-aided",36,11,168,11.81975862
"3","Amended-linear","SAD-aided",37,23,171,26.49543506
"3","Amended-linear","SAD-aided",39,10,187,13.14949391
"3","Amended-linear","SAD-aided",40,42,190,57.03454048
"3","Amended-linear","SAD-aided",41,32,229,43.01484344
"3","Amended-linear","SAD-aided",42,28,220,35.22269604
"3","Amended-linear","SAD-aided",43,22,221,25.49189954
"3","Amended-linear","SAD-aided",44,18,223,32.025804
"3","Amended-linear","SAD-aided",46,57,319,71.28903148
"3","Amended-linear","SAD-aided",47,7,228,14.89705055
"3","Amended-linear","SAD-aided",48,23,270,38.94135999
"3","Amended-linear","SAD-aided",49,20,273,24.16437499
"3","Amended-linear","Unaided after-training",1,30,5,33.37811929
"3","Amended-linear","Unaided after-training",2,90,306,93.63085336
"3","Amended-linear","Unaided after-training",3,25,50,19.98605386
"3","Amended-linear","Unaided after-training",4,12,31,9.809084419
"3","Amended-linear","Unaided after-training",5,50,303,50.03266092
"3","Amended-linear","Unaided after-training",6,15,187,13.14949391
"3","Amended-linear","Unaided after-training",7,25,221,25.49189954
"3","Amended-linear","Unaided after-training",8,85,302,92.71633417
"3","Amended-linear","Unaided after-training",9,60,9,57.84712957
"3","Amended-linear","Unaided after-training",10,7,75,4.138223769
"3","Amended-linear","Unaided after-training",11,35,156,20.12000915
"3","Amended-linear","Unaided after-training",12,95,304,93.81180033
"3","Amended-linear","Unaided after-training",13,75,4,88.67770757
"3","Amended-linear","Unaided after-training",14,10,21,12.55329039
"3","Amended-linear","Unaided after-training",15,20,228,14.89705055
"3","Amended-linear","Unaided after-training",16,40,171,26.49543506
"3","Amended-linear","Unaided after-training",17,10,46,8.211998943
"3","Amended-linear","Unaided after-training",18,65,308,67.39944707
"3","Amended-linear","Unaided after-training",19,25,11,37.94803072
"3","Amended-linear","Unaided after-training",20,76,153,77.4691826
"3","Amended-linear","Unaided after-training",22,30,223,32.025804
"3","Amended-linear","Unaided after-training",23,5,95,2.574066669
"3","Amended-linear","Unaided after-training",24,45,270,38.94135999
"3","Amended-linear","Unaided after-training",25,40,51,21.5129421
"3","Amended-linear","Unaided after-training",26,20,168,11.81975862
"3","Amended-linear","Unaided after-training",27,70,310,70.05839109
"3","Amended-linear","Unaided after-training",28,10,70,10.24559966
"3","Amended-linear","Unaided after-training",29,25,110,30.5075162
"3","Amended-linear","Unaided after-training",30,30,39,36.83114208
"3","Amended-linear","Unaided after-training",31,10,103,16.69698532
"3","Amended-linear","Unaided after-training",32,50,316,49.05833397
"3","Amended-linear","Unaided after-training",33,60,313,66.15640197
"3","Amended-linear","Unaided after-training",35,35,229,43.01484344
"3","Amended-linear","Unaided after-training",36,40,35,48.4125778
"3","Amended-linear","Unaided after-training",37,70,319,71.28903148
"3","Amended-linear","Unaided after-training",39,30,273,24.16437499
"3","Amended-linear","Unaided after-training",40,20,85,18.61375399
"3","Amended-linear","Unaided after-training",41,8,158,4.85873659
"3","Amended-linear","Unaided after-training",43,95,192,95.30338916
"3","Amended-linear","Unaided after-training",44,40,166,50.86930753
"3","Amended-linear","Unaided after-training",45,35,220,35.22269604
"3","Amended-linear","Unaided after-training",46,40,190,57.03454048
"3","Amended-linear","Unaided after-training",47,5,33,5.085407953
"3","Amended-linear","Unaided after-training",48,46,60,49.67095426
"3","Amended-linear","Unaided after-training",49,10,36,6.558377493
"3","Amended-linear","Unaided after-training",50,90,305,93.93431574
"3","Amended-linear","Unaided no-training",1,70,4,88.67770757
"3","Amended-linear","Unaided no-training",2,25,11,37.94803072
"3","Amended-linear","Unaided no-training",3,90,305,93.93431574
"3","Amended-linear","Unaided no-training",4,85,302,92.71633417
"3","Amended-linear","Unaided no-training",5,90,304,93.81180033
"3","Amended-linear","Unaided no-training",6,10,5,33.37811929
"3","Amended-linear","Unaided no-training",7,50,308,67.39944707
"3","Amended-linear","Unaided no-training",8,10,21,12.55329039
"3","Amended-linear","Unaided no-training",9,86,306,93.63085336
"3","Amended-linear","Unaided no-training",10,10,36,6.558377493
"3","Amended-linear","Unaided no-training",11,60,310,70.05839109
"3","Amended-linear","Unaided no-training",12,15,31,9.809084419
"3","Amended-linear","Unaided no-training",13,5,33,5.085407953
"3","Amended-linear","Unaided no-training",14,14,46,8.211998943
"3","Amended-linear","Unaided no-training",15,55,9,57.84712957
"3","Amended-linear","Unaided no-training",16,13,51,21.5129421
"3","Amended-linear","Unaided no-training",17,35,60,49.67095426
"3","Amended-linear","Unaided no-training",18,30,303,50.03266092
"3","Amended-linear","Unaided no-training",19,20,39,36.83114208
"3","Amended-linear","Unaided no-training",20,5,50,19.98605386
"3","Amended-linear","Unaided no-training",21,8,70,10.24559966
"3","Amended-linear","Unaided no-training",22,40,35,48.4125778
"3","Amended-linear","Unaided no-training",23,3,95,2.574066669
"3","Amended-linear","Unaided no-training",24,40,192,95.30338916
"3","Amended-linear","Unaided no-training",25,50,313,66.15640197
"3","Amended-linear","Unaided no-training",26,35,316,49.05833397
"3","Amended-linear","Unaided no-training",27,3,75,4.138223769
"3","Amended-linear","Unaided no-training",28,25,85,18.61375399
"3","Amended-linear","Unaided no-training",29,20,103,16.69698532
"3","Amended-linear","Unaided no-training",31,20,110,30.5075162
"3","Amended-linear","Unaided no-training",32,26,156,20.12000915
"3","Amended-linear","Unaided no-training",33,15,168,11.81975862
"3","Amended-linear","Unaided no-training",34,60,153,77.4691826
"3","Amended-linear","Unaided no-training",35,6,158,4.85873659
"3","Amended-linear","Unaided no-training",36,30,166,50.86930753
"3","Amended-linear","Unaided no-training",38,40,190,57.03454048
"3","Amended-linear","Unaided no-training",39,10,187,13.14949391
"3","Amended-linear","Unaided no-training",40,25,220,35.22269604
"3","Amended-linear","Unaided no-training",41,26,229,43.01484344
"3","Amended-linear","Unaided no-training",42,20,223,32.025804
"3","Amended-linear","Unaided no-training",45,30,171,26.49543506
"3","Amended-linear","Unaided no-training",46,25,270,38.94135999
"3","Amended-linear","Unaided no-training",47,50,319,71.28903148
"3","Amended-linear","Unaided no-training",48,25,221,25.49189954
"3","Amended-linear","Unaided no-training",49,15,273,24.16437499
"3","Amended-linear","Unaided no-training",50,12,228,14.89705055
"4","Linear","SAD-aided",1,91,302,92.71633417
"4","Linear","SAD-aided",2,94,305,93.93431574
"4","Linear","SAD-aided",3,85,4,88.67770757
"4","Linear","SAD-aided",4,32,5,33.37811929
"4","Linear","SAD-aided",5,38,11,37.94803072
"4","Linear","SAD-aided",6,92,306,93.63085336
"4","Linear","SAD-aided",7,96,304,93.81180033
"4","Linear","SAD-aided",8,68,308,67.39944707
"4","Linear","SAD-aided",9,13,21,12.55329039
"4","Linear","SAD-aided",10,16,31,9.809084419
"4","Linear","SAD-aided",11,12,33,5.085407953
"4","Linear","SAD-aided",12,9,36,6.558377493
"4","Linear","SAD-aided",13,27,39,36.83114208
"4","Linear","SAD-aided",14,68,310,70.05839109
"4","Linear","SAD-aided",15,18,46,8.211998943
"4","Linear","SAD-aided",16,56,9,57.84712957
"4","Linear","SAD-aided",17,27,50,19.98605386
"4","Linear","SAD-aided",18,25,51,21.5129421
"4","Linear","SAD-aided",19,71,35,48.4125778
"4","Linear","SAD-aided",20,47,60,49.67095426
"4","Linear","SAD-aided",21,37,303,50.03266092
"4","Linear","SAD-aided",22,17,70,10.24559966
"4","Linear","SAD-aided",23,5,75,4.138223769
"4","Linear","SAD-aided",24,43,316,49.05833397
"4","Linear","SAD-aided",25,67,313,66.15640197
"4","Linear","SAD-aided",26,13,85,18.61375399
"4","Linear","SAD-aided",27,98,192,95.30338916
"4","Linear","SAD-aided",28,3,95,2.574066669
"4","Linear","SAD-aided",29,13,103,16.69698532
"4","Linear","SAD-aided",30,27,110,30.5075162
"4","Linear","SAD-aided",31,78,153,77.4691826
"4","Linear","SAD-aided",33,31,156,20.12000915
"4","Linear","SAD-aided",34,14,158,4.85873659
"4","Linear","SAD-aided",35,46,166,50.86930753
"4","Linear","SAD-aided",36,17,168,11.81975862
"4","Linear","SAD-aided",37,31,171,26.49543506
"4","Linear","SAD-aided",39,12,187,13.14949391
"4","Linear","SAD-aided",40,48,190,57.03454048
"4","Linear","SAD-aided",41,47,229,43.01484344
"4","Linear","SAD-aided",42,30,220,35.22269604
"4","Linear","SAD-aided",43,25,221,25.49189954
"4","Linear","SAD-aided",44,23,223,32.025804
"4","Linear","SAD-aided",46,65,319,71.28903148
"4","Linear","SAD-aided",47,16,228,14.89705055
"4","Linear","SAD-aided",48,31,270,38.94135999
"4","Linear","SAD-aided",49,23,273,24.16437499
"4","Linear","Unaided after-training",1,40,5,33.37811929
"4","Linear","Unaided after-training",2,90,306,93.63085336
"4","Linear","Unaided after-training",3,30,50,19.98605386
"4","Linear","Unaided after-training",4,15,31,9.809084419
"4","Linear","Unaided after-training",5,45,303,50.03266092
"4","Linear","Unaided after-training",6,12,187,13.14949391
"4","Linear","Unaided after-training",7,23,221,25.49189954
"4","Linear","Unaided after-training",8,90,302,92.71633417
"4","Linear","Unaided after-training",9,60,9,57.84712957
"4","Linear","Unaided after-training",10,3,75,4.138223769
"4","Linear","Unaided after-training",11,23,156,20.12000915
"4","Linear","Unaided after-training",12,92,304,93.81180033
"4","Linear","Unaided after-training",13,86,4,88.67770757
"4","Linear","Unaided after-training",14,18,21,12.55329039
"4","Linear","Unaided after-training",15,17,228,14.89705055
"4","Linear","Unaided after-training",16,35,171,26.49543506
"4","Linear","Unaided after-training",17,21,46,8.211998943
"4","Linear","Unaided after-training",18,65,308,67.39944707
"4","Linear","Unaided after-training",19,42,11,37.94803072
"4","Linear","Unaided after-training",20,74,153,77.4691826
"4","Linear","Unaided after-training",22,35,223,32.025804
"4","Linear","Unaided after-training",23,7,95,2.574066669
"4","Linear","Unaided after-training",24,42,270,38.94135999
"4","Linear","Unaided after-training",25,28,51,21.5129421
"4","Linear","Unaided after-training",26,17,168,11.81975862
"4","Linear","Unaided after-training",27,70,310,70.05839109
"4","Linear","Unaided after-training",28,12,70,10.24559966
"4","Linear","Unaided after-training",29,32,110,30.5075162
"4","Linear","Unaided after-training",30,37,39,36.83114208
"4","Linear","Unaided after-training",31,20,103,16.69698532
