"rater","sad_structure","aid","leaf","estimate","file","actual"
"7","Amended-linear","Unaided no-training",24,99,192,95.30338916
"7","Amended-linear","Unaided no-training",25,52,313,66.15640197
"7","Amended-linear","Unaided no-training",26,36,316,49.05833397
"7","Amended-linear","Unaided no-training",27,4,75,4.138223769
"7","Amended-linear","Unaided no-training",28,29,85,18.61375399
"7","Amended-linear","Unaided no-training",29,17,103,16.69698532
"7","Amended-linear","Unaided no-training",31,23,110,30.5075162
"7","Amended-linear","Unaided no-training",32,21,156,20.12000915
"7","Amended-linear","Unaided no-training",33,14,168,11.81975862
"7","Amended-linear","Unaided no-training",34,72,153,77.4691826
"7","Amended-linear","Unaided no-training",35,8,158,4.85873659
"7","Amended-linear","Unaided no-training",36,46,166,50.86930753
"7","Amended-linear","Unaided no-training",38,39,190,57.03454048
"7","Amended-linear","Unaided no-training",39,26,187,13.14949391
"7","Amended-linear","Unaided no-training",40,34,220,35.22269604
"7","Amended-linear","Unaided no-training",41,33,229,43.01484344
"7","Amended-linear","Unaided no-training",42,28,223,32.025804
"7","Amended-linear","Unaided no-training",45,22,171,26.49543506
"7","Amended-linear","Unaided no-training",46,41,270,38.94135999
"7","Amended-linear","Unaided no-training",47,74,319,71.28903148
"7","Amended-linear","Unaided no-training",48,32,221,25.49189954
"7","Amended-linear","Unaided no-training",49,23,273,24.16437499
"7","Amended-linear","Unaided no-training",50,19,228,14.89705055
"8","Amended-linear","SAD-aided",1,95,302,92.71633417
"8","Amended-linear","SAD-aided",2,95,305,93.93431574
"8","Amended-linear","SAD-aided",3,82,4,88.67770757
"8","Amended-linear","SAD-aided",4,20,5,33.37811929
"8","Amended-linear","SAD-aided",5,28,11,37.94803072
"8","Amended-linear","SAD-aided",6,95,306,93.63085336
"8","Amended-linear","SAD-aided",7,96,304,93.81180033
"8","Amended-linear","SAD-aided",8,52,308,67.39944707
"8","Amended-linear","SAD-aided",9,8,21,12.55329039
"8","Amended-linear","SAD-aided",10,7,31,9.809084419
"8","Amended-linear","SAD-aided",11,8,33,5.085407953
"8","Amended-linear","SAD-aided",12,4,36,6.558377493
"8","Amended-linear","SAD-aided",13,20,39,36.83114208
"8","Amended-linear","SAD-aided",14,70,310,70.05839109
"8","Amended-linear","SAD-aided",15,8,46,8.211998943
"8","Amended-linear","SAD-aided",16,53,9,57.84712957
"8","Amended-linear","SAD-aided",17,17,50,19.98605386
"8","Amended-linear","SAD-aided",18,25,51,21.5129421
"8","Amended-linear","SAD-aided",19,51,35,48.4125778
"8","Amended-linear","SAD-aided",20,38,60,49.67095426
"8","Amended-linear","SAD-aided",21,40,303,50.03266092
"8","Amended-linear","SAD-aided",22,8,70,10.24559966
"8","Amended-linear","SAD-aided",23,4,75,4.138223769
"8","Amended-linear","SAD-aided",24,48,316,49.05833397
"8","Amended-linear","SAD-aided",25,58,313,66.15640197
"8","Amended-linear","SAD-aided",26,30,85,18.61375399
"8","Amended-linear","SAD-aided",27,98,192,95.30338916
"8","Amended-linear","SAD-aided",28,4,95,2.574066669
"8","Amended-linear","SAD-aided",29,8,103,16.69698532
"8","Amended-linear","SAD-aided",30,12,110,30.5075162
"8","Amended-linear","SAD-aided",31,80,153,77.4691826
"8","Amended-linear","SAD-aided",33,20,156,20.12000915
"8","Amended-linear","SAD-aided",34,8,158,4.85873659
"8","Amended-linear","SAD-aided",35,25,166,50.86930753
"8","Amended-linear","SAD-aided",36,8,168,11.81975862
"8","Amended-linear","SAD-aided",37,18,171,26.49543506
"8","Amended-linear","SAD-aided",39,7,187,13.14949391
"8","Amended-linear","SAD-aided",40,47,190,57.03454048
"8","Amended-linear","SAD-aided",41,40,229,43.01484344
"8","Amended-linear","SAD-aided",42,22,220,35.22269604
"8","Amended-linear","SAD-aided",43,22,221,25.49189954
"8","Amended-linear","SAD-aided",44,20,223,32.025804
"8","Amended-linear","SAD-aided",46,53,319,71.28903148
"8","Amended-linear","SAD-aided",47,12,228,14.89705055
"8","Amended-linear","SAD-aided",48,25,270,38.94135999
"8","Amended-linear","SAD-aided",49,22,273,24.16437499
"8","Amended-linear","Unaided after-training",1,16,5,33.37811929
"8","Amended-linear","Unaided after-training",2,96,306,93.63085336
"8","Amended-linear","Unaided after-training",3,13,50,19.98605386
"8","Amended-linear","Unaided after-training",4,7,31,9.809084419
"8","Amended-linear","Unaided after-training",5,26,303,50.03266092
"8","Amended-linear","Unaided after-training",6,7,187,13.14949391
"8","Amended-linear","Unaided after-training",7,16,221,25.49189954
"8","Amended-linear","Unaided after-training",8,94,302,92.71633417
"8","Amended-linear","Unaided after-training",9,52,9,57.84712957
"8","Amended-linear","Unaided after-training",10,2,75,4.138223769
"8","Amended-linear","Unaided after-training",11,14,156,20.12000915
"8","Amended-linear","Unaided after-training",12,95,304,93.81180033
"8","Amended-linear","Unaided after-training",13,89,4,88.67770757
"8","Amended-linear","Unaided after-training",14,6,21,12.55329039
"8","Amended-linear","Unaided after-training",15,8,228,14.89705055
"8","Amended-linear","Unaided after-training",16,9,171,26.49543506
"8","Amended-linear","Unaided after-training",17,7,46,8.211998943
"8","Amended-linear","Unaided after-training",18,38,308,67.39944707
"8","Amended-linear","Unaided after-training",19,18,11,37.94803072
"8","Amended-linear","Unaided after-training",20,58,153,77.4691826
"8","Amended-linear","Unaided after-training",22,16,223,32.025804
"8","Amended-linear","Unaided after-training",23,2,95,2.574066669
"8","Amended-linear","Unaided after-training",24,12,270,38.94135999
"8","Amended-linear","Unaided after-training",25,12,51,21.5129421
"8","Amended-linear","Unaided after-training",26,8,168,11.81975862
"8","Amended-linear","Unaided after-training",27,86,310,70.05839109
"8","Amended-linear","Unaided after-training",28,4,70,10.24559966
"8","Amended-linear","Unaided after-training",29,14,110,30.5075162
"8","Amended-linear","Unaided after-training",30,8,39,36.83114208
"8","Amended-linear","Unaided after-training",31,7,103,16.69698532
"8","Amended-linear","Unaided after-training",32,48,316,49.05833397
"8","Amended-linear","Unaided after-training",33,50,313,66.15640197
"8","Amended-linear","Unaided after-training",35,20,229,43.01484344
"8","Amended-linear","Unaided after-training",36,40,35,48.4125778
"8","Amended-linear","Unaided after-training",37,51,319,71.28903148
"8","Amended-linear","Unaided after-training",39,15,273,24.16437499
"8","Amended-linear","Unaided after-training",40,28,85,18.61375399
"8","Amended-linear","Unaided after-training",41,4,158,4.85873659
"8","Amended-linear","Unaided after-training",43,98,192,95.30338916
"8","Amended-linear","Unaided after-training",44,16,166,50.86930753
"8","Amended-linear","Unaided after-training",45,15,220,35.22269604
"8","Amended-linear","Unaided after-training",46,43,190,57.03454048
"8","Amended-linear","Unaided after-training",47,6,33,5.085407953
"8","Amended-linear","Unaided after-training",48,48,60,49.67095426
"8","Amended-linear","Unaided after-training",49,3,36,6.558377493
"8","Amended-linear","Unaided after-training",50,92,305,93.93431574
"8","Amended-linear","Unaided no-training",1,80,4,88.67770757
"8","Amended-linear","Unaided no-training",2,25,11,37.94803072
"8","Amended-linear","Unaided no-training",3,95,305,93.93431574
"8","Amended-linear","Unaided no-training",4,92,302,92.71633417
"8","Amended-linear","Unaided no-training",5,95,304,93.81180033
"8","Amended-linear","Unaided no-training",6,20,5,33.37811929
"8","Amended-linear","Unaided no-training",7,56,308,67.39944707
"8","Amended-linear","Unaided no-training",8,8,21,12.55329039
"8","Amended-linear","Unaided no-training",9,90,306,93.63085336
"8","Amended-linear","Unaided no-training",10,5,36,6.558377493
"8","Amended-linear","Unaided no-training",11,70,310,70.05839109
"8","Amended-linear","Unaided no-training",12,15,31,9.809084419
"8","Amended-linear","Unaided no-training",13,8,33,5.085407953
"8","Amended-linear","Unaided no-training",14,12,46,8.211998943
"8","Amended-linear","Unaided no-training",15,45,9,57.84712957
"8","Amended-linear","Unaided no-training",16,18,51,21.5129421
"8","Amended-linear","Unaided no-training",17,42,60,49.67095426
"8","Amended-linear","Unaided no-training",18,47,303,50.03266092
"8","Amended-linear","Unaided no-training",19,28,39,36.83114208
"8","Amended-linear","Unaided no-training",20,18,50,19.98605386
"8","Amended-linear","Unaided no-training",21,8,70,10.24559966
"8","Amended-linear","Unaided no-training",22,58,35,48.4125778
"8","Amended-linear","Unaided no-training",23,4,95,2.574066669
"8","Amended-linear","Unaided no-training",24,96,192,95.30338916
"8","Amended-linear","Unaided no-training",25,65,313,66.15640197
"8","Amended-linear","Unaided no-training",26,44,316,49.05833397
"8","Amended-linear","Unaided no-training",27,4,75,4.138223769
"8","Amended-linear","Unaided no-training",28,18,85,18.61375399
"8","Amended-linear","Unaided no-training",29,10,103,16.69698532
"8","Amended-linear","Unaided no-training",31,28,110,30.5075162
"8","Amended-linear","Unaided no-training",32,15,156,20.12000915
"8","Amended-linear","Unaided no-training",33,8,168,11.81975862
"8","Amended-linear","Unaided no-training",34,55,153,77.4691826
"8","Amended-linear","Unaided no-training",35,6,158,4.85873659
"8","Amended-linear","Unaided no-training",36,28,166,50.86930753
"8","Amended-linear","Unaided no-training",38,36,190,57.03454048
"8","Amended-linear","Unaided no-training",39,10,187,13.14949391
"8","Amended-linear","Unaided no-training",40,18,220,35.22269604
"8","Amended-linear","Unaided no-training",41,15,229,43.01484344
"8","Amended-linear","Unaided no-training",42,12,223,32.025804
"8","Amended-linear","Unaided no-training",45,10,171,26.49543506
"8","Amended-linear","Unaided no-training",46,12,270,38.94135999
"8","Amended-linear","Unaided no-training",47,50,319,71.28903148
"8","Amended-linear","Unaided no-training",48,12,221,25.49189954
"8","Amended-linear","Unaided no-training",49,8,273,24.16437499
"8","Amended-linear","Unaided no-training",50,6,228,14.89705055
"9","Linear","SAD-aided",1,92,302,92.71633417
"9","Linear","SAD-aided",2,92,305,93.93431574
"9","Linear","SAD-aided",3,83,4,88.67770757
"9","Linear","SAD-aided",4,54,5,33.37811929
"9","Linear","SAD-aided",5,39,11,37.94803072
"9","Linear","SAD-aided",6,85,306,93.63085336
"9","Linear","SAD-aided",7,91,304,93.81180033
"9","Linear","SAD-aided",8,65,308,67.39944707
"9","Linear","SAD-aided",9,16,21,12.55329039
"9","Linear","SAD-aided",10,20,31,9.809084419
"9","Linear","SAD-aided",11,18,33,5.085407953
"9","Linear","SAD-aided",12,10,36,6.558377493
"9","Linear","SAD-aided",13,79,39,36.83114208
"9","Linear","SAD-aided",14,23,310,70.05839109
"9","Linear","SAD-aided",15,25,46,8.211998943
"9","Linear","SAD-aided",16,58,9,57.84712957
"9","Linear","SAD-aided",17,33,50,19.98605386
"9","Linear","SAD-aided",18,34,51,21.5129421
"9","Linear","SAD-aided",19,62,35,48.4125778
"9","Linear","SAD-aided",20,51,60,49.67095426
"9","Linear","SAD-aided",21,65,303,50.03266092
"9","Linear","SAD-aided",22,35,70,10.24559966
"9","Linear","SAD-aided",23,7,75,4.138223769
"9","Linear","SAD-aided",24,56,316,49.05833397
"9","Linear","SAD-aided",25,73,313,66.15640197
"9","Linear","SAD-aided",26,25,85,18.61375399
"9","Linear","SAD-aided",27,94,192,95.30338916
"9","Linear","SAD-aided",28,3,95,2.574066669
"9","Linear","SAD-aided",29,18,103,16.69698532
"9","Linear","SAD-aided",30,28,110,30.5075162
"9","Linear","SAD-aided",31,80,153,77.4691826
"9","Linear","SAD-aided",33,33,156,20.12000915
"9","Linear","SAD-aided",34,24,158,4.85873659
"9","Linear","SAD-aided",35,50,166,50.86930753
"9","Linear","SAD-aided",36,38,168,11.81975862
"9","Linear","SAD-aided",37,32,171,26.49543506
"9","Linear","SAD-aided",39,16,187,13.14949391
"9","Linear","SAD-aided",40,54,190,57.03454048
"9","Linear","SAD-aided",41,50,229,43.01484344
"9","Linear","SAD-aided",42,49,220,35.22269604
"9","Linear","SAD-aided",43,42,221,25.49189954
"9","Linear","SAD-aided",44,36,223,32.025804
"9","Linear","SAD-aided",46,76,319,71.28903148
"9","Linear","SAD-aided",47,19,228,14.89705055
"9","Linear","SAD-aided",48,47,270,38.94135999
"9","Linear","SAD-aided",49,32,273,24.16437499
"9","Linear","Unaided after-training",1,24,5,33.37811929
"9","Linear","Unaided after-training",2,95,306,93.63085336
"9","Linear","Unaided after-training",3,23,50,19.98605386
"9","Linear","Unaided after-training",4,10,31,9.809084419
"9","Linear","Unaided after-training",5,59,303,50.03266092
"9","Linear","Unaided after-training",6,12,187,13.14949391
"9","Linear","Unaided after-training",7,40,221,25.49189954
"9","Linear","Unaided after-training",8,94,302,92.71633417
"9","Linear","Unaided after-training",9,52,9,57.84712957
"9","Linear","Unaided after-training",10,5,75,4.138223769
"9","Linear","Unaided after-training",11,25,156,20.12000915
"9","Linear","Unaided after-training",12,86,304,93.81180033
"9","Linear","Unaided after-training",13,88,4,88.67770757
"9","Linear","Unaided after-training",14,15,21,12.55329039
"9","Linear","Unaided after-training",15,24,228,14.89705055
"9","Linear","Unaided after-training",16,40,171,26.49543506
"9","Linear","Unaided after-training",17,21,46,8.211998943
"9","Linear","Unaided after-training",18,75,308,67.39944707
"9","Linear","Unaided after-training",19,40,11,37.94803072
"9","Linear","Unaided after-training",20,76,153,77.4691826
"9","Linear","Unaided after-training",22,35,223,32.025804
"9","Linear","Unaided after-training",23,4,95,2.574066669
"9","Linear","Unaided after-training",24,62,270,38.94135999
"9","Linear","Unaided after-training",25,29,51,21.5129421
"9","Linear","Unaided after-training",26,24,168,11.81975862
"9","Linear","Unaided after-training",27,60,310,70.05839109
"9","Linear","Unaided after-training",28,22,70,10.24559966
"9","Linear","Unaided after-training",29,28,110,30.5075162
"9","Linear","Unaided after-training",30,45,39,36.83114208
"9","Linear","Unaided after-training",31,30,103,16.69698532
"9","Linear","Unaided after-training",32,52,316,49.05833397
"9","Linear","Unaided after-training",33,73,313,66.15640197
"9","Linear","Unaided after-training",35,44,229,43.01484344
"9","Linear","Unaided after-training",36,52,35,48.4125778
"9","Linear","Unaided after-training",37,79,319,71.28903148
"9","Linear","Unaided after-training",39,30,273,24.16437499
"9","Linear","Unaided after-training",40,24,85,18.61375399
"9","Linear","Unaided after-training",41,14,158,4.85873659
"9","Linear","Unaided after-training",43,97,192,95.30338916
"9","Linear","Unaided after-training",44,46,166,50.86930753
"9","Linear","Unaided after-training",45,43,220,35.22269604
"9","Linear","Unaided after-training",46,52,190,57.03454048
"9","Linear","Unaided after-training",47,5,33,5.085407953
"9","Linear","Unaided after-training",48,49.8,60,49.67095426
"9","Linear","Unaided after-training",49,3,36,6.558377493
"9","Linear","Unaided after-training",50,92,305,93.93431574
"9","Linear","Unaided no-training",1,90,4,88.67770757
"9","Linear","Unaided no-training",2,35,11,37.94803072
"9","Linear","Unaided no-training",3,95,305,93.93431574
"9","Linear","Unaided no-training",4,90,302,92.71633417
"9","Linear","Unaided no-training",5,96,304,93.81180033
"9","Linear","Unaided no-training",6,50,5,33.37811929
"9","Linear","Unaided no-training",7,60,308,67.39944707
"9","Linear","Unaided no-training",8,15,21,12.55329039
"9","Linear","Unaided no-training",9,88,306,93.63085336
"9","Linear","Unaided no-training",10,16,36,6.558377493
"9","Linear","Unaided no-training",11,60,310,70.05839109
"9","Linear","Unaided no-training",12,25,31,9.809084419
"9","Linear","Unaided no-training",13,20,33,5.085407953
"9","Linear","Unaided no-training",14,30,46,8.211998943
"9","Linear","Unaided no-training",15,60,9,57.84712957
"9","Linear","Unaided no-training",16,35,51,21.5129421
"9","Linear","Unaided no-training",17,50,60,49.67095426
"9","Linear","Unaided no-training",18,52,303,50.03266092
"9","Linear","Unaided no-training",19,48,39,36.83114208
"9","Linear","Unaided no-training",20,36,50,19.98605386
"9","Linear","Unaided no-training",21,30,70,10.24559966
"9","Linear","Unaided no-training",22,55,35,48.4125778
"9","Linear","Unaided no-training",23,5,95,2.574066669
"9","Linear","Unaided no-training",24,95,192,95.30338916
"9","Linear","Unaided no-training",25,60,313,66.15640197
"9","Linear","Unaided no-training",26,50,316,49.05833397
"9","Linear","Unaided no-training",27,10,75,4.138223769
"9","Linear","Unaided no-training",28,20,85,18.61375399
"9","Linear","Unaided no-training",29,16,103,16.69698532
"9","Linear","Unaided no-training",31,30,110,30.5075162
"9","Linear","Unaided no-training",32,48,156,20.12000915
"9","Linear","Unaided no-training",33,26,168,11.81975862
"9","Linear","Unaided no-training",34,80,153,77.4691826
"9","Linear","Unaided no-training",35,15,158,4.85873659
"9","Linear","Unaided no-training",36,45,166,50.86930753
"9","Linear","Unaided no-training",38,48,190,57.03454048
"9","Linear","Unaided no-training",39,16,187,13.14949391
"9","Linear","Unaided no-training",40,46,220,35.22269604
"9","Linear","Unaided no-training",41,48,229,43.01484344
"9","Linear","Unaided no-training",42,40,223,32.025804
"9","Linear","Unaided no-training",45,42,171,26.49543506
"9","Linear","Unaided no-training",46,38,270,38.94135999
"9","Linear","Unaided no-training",47,75,319,71.28903148
"9","Linear","Unaided no-training",48,30,221,25.49189954
"9","Linear","Unaided no-training",49,25,273,24.16437499
"9","Linear","Unaided no-training",50,20,228,14.89705055
"10","Amended-linear","SAD-aided",1,90,302,92.71633417
"10","Amended-linear","SAD-aided",2,89,305,93.93431574
"10","Amended-linear","SAD-aided",3,72,4,88.67770757
"10","Amended-linear","SAD-aided",4,42,5,33.37811929
"10","Amended-linear","SAD-aided",5,28,11,37.94803072
"10","Amended-linear","SAD-aided",6,92,306,93.63085336
"10","Amended-linear","SAD-aided",7,95,304,93.81180033
"10","Amended-linear","SAD-aided",8,54,308,67.39944707
"10","Amended-linear","SAD-aided",9,11,21,12.55329039
"10","Amended-linear","SAD-aided",10,9,31,9.809084419
"10","Amended-linear","SAD-aided",11,6,33,5.085407953
"10","Amended-linear","SAD-aided",12,10,36,6.558377493
"10","Amended-linear","SAD-aided",13,25,39,36.83114208
"10","Amended-linear","SAD-aided",14,70,310,70.05839109
"10","Amended-linear","SAD-aided",15,15,46,8.211998943
"10","Amended-linear","SAD-aided",16,63,9,57.84712957
"10","Amended-linear","SAD-aided",17,18,50,19.98605386
"10","Amended-linear","SAD-aided",18,25,51,21.5129421
"10","Amended-linear","SAD-aided",19,43,35,48.4125778
"10","Amended-linear","SAD-aided",20,52,60,49.67095426
"10","Amended-linear","SAD-aided",21,50,303,50.03266092
"10","Amended-linear","SAD-aided",22,10,70,10.24559966
"10","Amended-linear","SAD-aided",23,4,75,4.138223769
"10","Amended-linear","SAD-aided",24,63,316,49.05833397
"10","Amended-linear","SAD-aided",25,70,313,66.15640197
"10","Amended-linear","SAD-aided",26,18,85,18.61375399
"10","Amended-linear","SAD-aided",27,95,192,95.30338916
"10","Amended-linear","SAD-aided",28,2,95,2.574066669
"10","Amended-linear","SAD-aided",29,10,103,16.69698532
"10","Amended-linear","SAD-aided",30,30,110,30.5075162
"10","Amended-linear","SAD-aided",31,70,153,77.4691826
"10","Amended-linear","SAD-aided",33,23.5,156,20.12000915
"10","Amended-linear","SAD-aided",34,4,158,4.85873659
"10","Amended-linear","SAD-aided",35,43,166,50.86930753
"10","Amended-linear","SAD-aided",36,12,168,11.81975862
"10","Amended-linear","SAD-aided",37,27,171,26.49543506
"10","Amended-linear","SAD-aided",39,6,187,13.14949391
"10","Amended-linear","SAD-aided",40,50,190,57.03454048
"10","Amended-linear","SAD-aided",41,40,229,43.01484344
"10","Amended-linear","SAD-aided",42,30,220,35.22269604
"10","Amended-linear","SAD-aided",43,28,221,25.49189954
"10","Amended-linear","SAD-aided",44,25,223,32.025804
"10","Amended-linear","SAD-aided",46,65,319,71.28903148
"10","Amended-linear","SAD-aided",47,28,228,14.89705055
"10","Amended-linear","SAD-aided",48,30,270,38.94135999
"10","Amended-linear","SAD-aided",49,21,273,24.16437499
"10","Amended-linear","Unaided after-training",1,25,5,33.37811929
"10","Amended-linear","Unaided after-training",2,70,306,93.63085336
"10","Amended-linear","Unaided after-training",3,17,50,19.98605386
"10","Amended-linear","Unaided after-training",4,7,31,9.809084419
"10","Amended-linear","Unaided after-training",5,42,303,50.03266092
"10","Amended-linear","Unaided after-training",6,8,187,13.14949391
"10","Amended-linear","Unaided after-training",7,20,221,25.49189954
"10","Amended-linear","Unaided after-training",8,85,302,92.71633417
"10","Amended-linear","Unaided after-training",9,46,9,57.84712957
"10","Amended-linear","Unaided after-training",10,2.5,75,4.138223769
"10","Amended-linear","Unaided after-training",11,23,156,20.12000915
"10","Amended-linear","Unaided after-training",12,84,304,93.81180033
"10","Amended-linear","Unaided after-training",13,82,4,88.67770757
"10","Amended-linear","Unaided after-training",14,10,21,12.55329039
"10","Amended-linear","Unaided after-training",15,10,228,14.89705055
"10","Amended-linear","Unaided after-training",16,16,171,26.49543506
"10","Amended-linear","Unaided after-training",17,7,46,8.211998943
"10","Amended-linear","Unaided after-training",18,65,308,67.39944707
"10","Amended-linear","Unaided after-training",19,37,11,37.94803072
"10","Amended-linear","Unaided after-training",20,70,153,77.4691826
"10","Amended-linear","Unaided after-training",22,23,223,32.025804
"10","Amended-linear","Unaided after-training",23,1.2,95,2.574066669
"10","Amended-linear","Unaided after-training",24,29,270,38.94135999
"10","Amended-linear","Unaided after-training",25,20,51,21.5129421
"10","Amended-linear","Unaided after-training",26,14,168,11.81975862
"10","Amended-linear","Unaided after-training",27,58,310,70.05839109
"10","Amended-linear","Unaided after-training",28,5,70,10.24559966
"10","Amended-linear","Unaided after-training",29,22,110,30.5075162
"10","Amended-linear","Unaided after-training",30,24,39,36.83114208
"10","Amended-linear","Unaided after-training",31,7,103,16.69698532
"10","Amended-linear","Unaided after-training",32,45,316,49.05833397
"10","Amended-linear","Unaided after-training",33,78,313,66.15640197
"10","Amended-linear","Unaided after-training",35,36,229,43.01484344
"10","Amended-linear","Unaided after-training",36,32,35,48.4125778
"10","Amended-linear","Unaided after-training",37,58,319,71.28903148
"10","Amended-linear","Unaided after-training",39,13,273,24.16437499
"10","Amended-linear","Unaided after-training",40,12,85,18.61375399
"10","Amended-linear","Unaided after-training",41,4,158,4.85873659
"10","Amended-linear","Unaided after-training",43,96,192,95.30338916
"10","Amended-linear","Unaided after-training",44,41,166,50.86930753
"10","Amended-linear","Unaided after-training",45,40,220,35.22269604
"10","Amended-linear","Unaided after-training",46,48,190,57.03454048
"10","Amended-linear","Unaided after-training",47,4,33,5.085407953
"10","Amended-linear","Unaided after-training",48,47,60,49.67095426
"10","Amended-linear","Unaided after-training",49,2.8,36,6.558377493
"10","Amended-linear","Unaided after-training",50,90,305,93.93431574
"10","Amended-linear","Unaided no-training",1,87,4,88.67770757
"10","Amended-linear","Unaided no-training",2,30,11,37.94803072
"10","Amended-linear","Unaided no-training",3,95,305,93.93431574
"10","Amended-linear","Unaided no-training",4,92,302,92.71633417
"10","Amended-linear","Unaided no-training",5,95,304,93.81180033
"10","Amended-linear","Unaided no-training",6,25,5,33.37811929
"10","Amended-linear","Unaided no-training",7,65,308,67.39944707
"10","Amended-linear","Unaided no-training",8,10,21,12.55329039
"10","Amended-linear","Unaided no-training",9,95,306,93.63085336
"10","Amended-linear","Unaided no-training",10,10,36,6.558377493
"10","Amended-linear","Unaided no-training",11,70,310,70.05839109
"10","Amended-linear","Unaided no-training",12,13,31,9.809084419
"10","Amended-linear","Unaided no-training",13,9,33,5.085407953
"10","Amended-linear","Unaided no-training",14,13,46,8.211998943
"10","Amended-linear","Unaided no-training",15,73,9,57.84712957
"10","Amended-linear","Unaided no-training",16,30,51,21.5129421
"10","Amended-linear","Unaided no-training",17,50,60,49.67095426
"10","Amended-linear","Unaided no-training",18,57,303,50.03266092
"10","Amended-linear","Unaided no-training",19,34,39,36.83114208
"10","Amended-linear","Unaided no-training",20,37,50,19.98605386
"10","Amended-linear","Unaided no-training",21,17,70,10.24559966
"10","Amended-linear","Unaided no-training",22,48,35,48.4125778
"10","Amended-linear","Unaided no-training",23,2,95,2.574066669
"10","Amended-linear","Unaided no-training",24,98,192,95.30338916
"10","Amended-linear","Unaided no-training",25,50,313,66.15640197
"10","Amended-linear","Unaided no-training",26,33,316,49.05833397
"10","Amended-linear","Unaided no-training",27,5,75,4.138223769
"10","Amended-linear","Unaided no-training",28,10,85,18.61375399
"10","Amended-linear","Unaided no-training",29,10,103,16.69698532
"10","Amended-linear","Unaided no-training",31,15,110,30.5075162
"10","Amended-linear","Unaided no-training",32,23,156,20.12000915
"10","Amended-linear","Unaided no-training",33,12,168,11.81975862
"10","Amended-linear","Unaided no-training",34,70,153,77.4691826
"10","Amended-linear","Unaided no-training",35,9,158,4.85873659
"10","Amended-linear","Unaided no-training",36,28,166,50.86930753
"10","Amended-linear","Unaided no-training",38,41,190,57.03454048
"10","Amended-linear","Unaided no-training",39,12,187,13.14949391
"10","Amended-linear","Unaided no-training",40,30,220,35.22269604
"10","Amended-linear","Unaided no-training",41,33,229,43.01484344
"10","Amended-linear","Unaided no-training",42,20,223,32.025804
"10","Amended-linear","Unaided no-training",45,20,171,26.49543506
"10","Amended-linear","Unaided no-training",46,22,270,38.94135999
"10","Amended-linear","Unaided no-training",47,70,319,71.28903148
"10","Amended-linear","Unaided no-training",48,15,221,25.49189954
"10","Amended-linear","Unaided no-training",49,10,273,24.16437499
"10","Amended-linear","Unaided no-training",50,10,228,14.89705055
"11","Amended-linear","SAD-aided",1,93,302,92.71633417
"11","Amended-linear","SAD-aided",2,98,305,93.93431574
"11","Amended-linear","SAD-aided",3,82,4,88.67770757
"11","Amended-linear","SAD-aided",4,45,5,33.37811929
"11","Amended-linear","SAD-aided",5,25,11,37.94803072
"11","Amended-linear","SAD-aided",6,95,306,93.63085336
"11","Amended-linear","SAD-aided",7,97,304,93.81180033
"11","Amended-linear","SAD-aided",8,51,308,67.39944707
"11","Amended-linear","SAD-aided",9,11,21,12.55329039
"11","Amended-linear","SAD-aided",10,9,31,9.809084419
"11","Amended-linear","SAD-aided",11,13,33,5.085407953
"11","Amended-linear","SAD-aided",12,6,36,6.558377493
"11","Amended-linear","SAD-aided",13,41,39,36.83114208
"11","Amended-linear","SAD-aided",14,69,310,70.05839109
"11","Amended-linear","SAD-aided",15,19,46,8.211998943
"11","Amended-linear","SAD-aided",16,51,9,57.84712957
"11","Amended-linear","SAD-aided",17,20,50,19.98605386
"11","Amended-linear","SAD-aided",18,31,51,21.5129421
"11","Amended-linear","SAD-aided",19,57,35,48.4125778
"11","Amended-linear","SAD-aided",20,58,60,49.67095426
"11","Amended-linear","SAD-aided",21,48,303,50.03266092
"11","Amended-linear","SAD-aided",22,6,70,10.24559966
"11","Amended-linear","SAD-aided",23,4,75,4.138223769
"11","Amended-linear","SAD-aided",24,48,316,49.05833397
"11","Amended-linear","SAD-aided",25,72,313,66.15640197
"11","Amended-linear","SAD-aided",26,22,85,18.61375399
"11","Amended-linear","SAD-aided",27,98,192,95.30338916
"11","Amended-linear","SAD-aided",28,4,95,2.574066669
"11","Amended-linear","SAD-aided",29,12,103,16.69698532
"11","Amended-linear","SAD-aided",30,35,110,30.5075162
"11","Amended-linear","SAD-aided",31,68,153,77.4691826
"11","Amended-linear","SAD-aided",33,21,156,20.12000915
"11","Amended-linear","SAD-aided",34,8,158,4.85873659
"11","Amended-linear","SAD-aided",35,48,166,50.86930753
"11","Amended-linear","SAD-aided",36,12,168,11.81975862
"11","Amended-linear","SAD-aided",37,36,171,26.49543506
"11","Amended-linear","SAD-aided",39,19,187,13.14949391
"11","Amended-linear","SAD-aided",40,58,190,57.03454048
"11","Amended-linear","SAD-aided",41,38,229,43.01484344
"11","Amended-linear","SAD-aided",42,35,220,35.22269604
"11","Amended-linear","SAD-aided",43,31,221,25.49189954
"11","Amended-linear","SAD-aided",44,41,223,32.025804
"11","Amended-linear","SAD-aided",46,73,319,71.28903148
"11","Amended-linear","SAD-aided",47,18,228,14.89705055
"11","Amended-linear","SAD-aided",48,44,270,38.94135999
"11","Amended-linear","SAD-aided",49,21,273,24.16437499
"11","Amended-linear","Unaided after-training",1,18,5,33.37811929
"11","Amended-linear","Unaided after-training",2,95,306,93.63085336
